"gutenberg_id" "text"
55 "away at my best one day, for I was anxious to get the new house and my"
55 "wife as soon as possible, the axe slipped all at once and cut off my"
55 "left leg."
55 ""
55 "“This at first seemed a great misfortune, for I knew a one-legged man"
55 "could not do very well as a wood-chopper. So I went to a tinsmith and"
55 "had him make me a new leg out of tin. The leg worked very well, once I"
55 "was used to it. But my action angered the Wicked Witch of the East, for"
55 "she had promised the old woman I should not marry the pretty Munchkin"
55 "girl. When I began chopping again, my axe slipped and cut off my right"
55 "leg. Again I went to the tinsmith, and again he made me a leg out of"
55 "tin. After this the enchanted axe cut off my arms, one after the other;"
55 "but, nothing daunted, I had them replaced with tin ones. The Wicked"
55 "Witch then made the axe slip and cut off my head, and at first I"
55 "thought that was the end of me. But the tinsmith happened to come"
55 "along, and he made me a new head out of tin."
55 ""
55 "“I thought I had beaten the Wicked Witch then, and I worked harder than"
55 "ever; but I little knew how cruel my enemy could be. She thought of a"
55 "new way to kill my love for the beautiful Munchkin maiden, and made my"
55 "axe slip again, so that it cut right through my body, splitting me into"
55 "two halves. Once more the tinsmith came to my help and made me a body"
55 "of tin, fastening my tin arms and legs and head to it, by means of"
55 "joints, so that I could move around as well as ever. But, alas! I had"
55 "now no heart, so that I lost all my love for the Munchkin girl, and did"
55 "not care whether I married her or not. I suppose she is still living"
55 "with the old woman, waiting for me to come after her."
55 ""
55 "“My body shone so brightly in the sun that I felt very proud of it and"
55 "it did not matter now if my axe slipped, for it could not cut me. There"
55 "was only one danger—that my joints would rust; but I kept an oil-can in"
55 "my cottage and took care to oil myself whenever I needed it. However,"
55 "there came a day when I forgot to do this, and, being caught in a"
55 "rainstorm, before I thought of the danger my joints had rusted, and I"
55 "was left to stand in the woods until you came to help me. It was a"
55 "terrible thing to undergo, but during the year I stood there I had time"
55 "to think that the greatest loss I had known was the loss of my heart."
55 "While I was in love I was the happiest man on earth; but no one can"
55 "love who has not a heart, and so I am resolved to ask Oz to give me"
55 "one. If he does, I will go back to the Munchkin maiden and marry her.”"
55 ""
55 "Both Dorothy and the Scarecrow had been greatly interested in the story"
55 "of the Tin Woodman, and now they knew why he was so anxious to get a"
55 "new heart."
55 ""
55 "“All the same,” said the Scarecrow, “I shall ask for brains instead of"
55 "a heart; for a fool would not know what to do with a heart if he had"
55 "one.”"
55 ""
55 "“I shall take the heart,” returned the Tin Woodman; “for brains do not"
55 "make one happy, and happiness is the best thing in the world.”"
55 ""
55 "Dorothy did not say anything, for she was puzzled to know which of her"
55 "two friends was right, and she decided if she could only get back to"
55 "Kansas and Aunt Em, it did not matter so much whether the Woodman had"
55 "no brains and the Scarecrow no heart, or each got what he wanted."
55 ""
55 "What worried her most was that the bread was nearly gone, and another"
55 "meal for herself and Toto would empty the basket. To be sure, neither"
55 "the Woodman nor the Scarecrow ever ate anything, but she was not made"
55 "of tin nor straw, and could not live unless she was fed."
55 ""
55 ""
55 ""
55 ""
55 "<Chapter VI"
55 "The Cowardly Lion>"
55 ""
55 ""
55 "All this time Dorothy and her companions had been walking through the"
55 "thick woods. The road was still paved with yellow brick, but these were"
55 "much covered by dried branches and dead leaves from the trees, and the"
55 "walking was not at all good."
55 ""
55 "There were few birds in this part of the forest, for birds love the"
55 "open country where there is plenty of sunshine. But now and then there"
55 "came a deep growl from some wild animal hidden among the trees. These"
55 "sounds made the little girl’s heart beat fast, for she did not know"
55 "what made them; but Toto knew, and he walked close to Dorothy’s side,"
55 "and did not even bark in return."
55 ""
55 "“How long will it be,” the child asked of the Tin Woodman, “before we"
55 "are out of the forest?”"
55 ""
55 "“I cannot tell,” was the answer, “for I have never been to the Emerald"
55 "City. But my father went there once, when I was a boy, and he said it"
55 "was a long journey through a dangerous country, although nearer to the"
55 "city where Oz dwells the country is beautiful. But I am not afraid so"
55 "long as I have my oil-can, and nothing can hurt the Scarecrow, while"
55 "you bear upon your forehead the mark of the Good Witch’s kiss, and that"
55 "will protect you from harm.”"
55 ""
55 "“But Toto!” said the girl anxiously. “What will protect him?”"
55 ""
55 "“We must protect him ourselves if he is in danger,” replied the Tin"
55 "Woodman."
55 ""
55 "Just as he spoke there came from the forest a terrible roar, and the"
55 "next moment a great Lion bounded into the road. With one blow of his"
55 "paw he sent the Scarecrow spinning over and over to the edge of the"
55 "road, and then he struck at the Tin Woodman with his sharp claws. But,"
55 "to the Lion’s surprise, he could make no impression on the tin,"
55 "although the Woodman fell over in the road and lay still."
55 ""
55 "Little Toto, now that he had an enemy to face, ran barking toward the"
55 "Lion, and the great beast had opened his mouth to bite the dog, when"
55 "Dorothy, fearing Toto would be killed, and heedless of danger, rushed"
55 "forward and slapped the Lion upon his nose as hard as she could, while"
55 "she cried out:"
55 ""
55 "“Don’t you dare to bite Toto! You ought to be ashamed of yourself, a"
55 "big beast like you, to bite a poor little dog!”"
55 ""
55 "“I didn’t bite him,” said the Lion, as he rubbed his nose with his paw"
55 "where Dorothy had hit it."
55 ""
55 "“No, but you tried to,” she retorted. “You are nothing but a big"
55 "coward.”"
55 ""
55 "“I know it,” said the Lion, hanging his head in shame. “I’ve always"
55 "known it. But how can I help it?”"
55 ""
55 "“I don’t know, I’m sure. To think of your striking a stuffed man, like"
55 "the poor Scarecrow!”"
55 ""
55 "“Is he stuffed?” asked the Lion in surprise, as he watched her pick up"
55 "the Scarecrow and set him upon his feet, while she patted him into"
55 "shape again."
55 ""
55 "“Of course he’s stuffed,” replied Dorothy, who was still angry."
55 ""
55 "“That’s why he went over so easily,” remarked the Lion. “It astonished"
55 "me to see him whirl around so. Is the other one stuffed also?”"
55 ""
55 "“No,” said Dorothy, “he’s made of tin.” And she helped the Woodman up"
55 "again."
55 ""
55 "“That’s why he nearly blunted my claws,” said the Lion. “When they"
55 "scratched against the tin it made a cold shiver run down my back. What"
55 "is that little animal you are so tender of?”"
55 ""
55 "“He is my dog, Toto,” answered Dorothy."
55 ""
55 "“Is he made of tin, or stuffed?” asked the Lion."
55 ""
55 "“Neither. He’s a—a—a meat dog,” said the girl."
55 ""
55 "“Oh! He’s a curious animal and seems remarkably small, now that I look"
55 "at him. No one would think of biting such a little thing, except a"
55 "coward like me,” continued the Lion sadly."
55 ""
55 "“What makes you a coward?” asked Dorothy, looking at the great beast in"
55 "wonder, for he was as big as a small horse."
55 ""
55 "“It’s a mystery,” replied the Lion. “I suppose I was born that way. All"
55 "the other animals in the forest naturally expect me to be brave, for"
55 "the Lion is everywhere thought to be the King of Beasts. I learned that"
55 "if I roared very loudly every living thing was frightened and got out"
55 "of my way. Whenever I’ve met a man I’ve been awfully scared; but I just"
55 "roared at him, and he has always run away as fast as he could go. If"
55 "the elephants and the tigers and the bears had ever tried to fight me,"
55 "I should have run myself—I’m such a coward; but just as soon as they"
55 "hear me roar they all try to get away from me, and of course I let them"
55 "go.”"
55 ""
55 "“But that isn’t right. The King of Beasts shouldn’t be a coward,” said"
55 "the Scarecrow."
55 ""
55 "“I know it,” returned the Lion, wiping a tear from his eye with the tip"
55 "of his tail. “It is my great sorrow, and makes my life very unhappy."
55 "But whenever there is danger, my heart begins to beat fast.”"
55 ""
55 "“Perhaps you have heart disease,” said the Tin Woodman."
55 ""
55 "“It may be,” said the Lion."
55 ""
55 "“If you have,” continued the Tin Woodman, “you ought to be glad, for it"
55 "proves you have a heart. For my part, I have no heart; so I cannot have"
55 "heart disease.”"
55 ""
55 "“Perhaps,” said the Lion thoughtfully, “if I had no heart I should not"
55 "be a coward.”"
55 ""
55 "“Have you brains?” asked the Scarecrow."
55 ""
55 "“I suppose so. I’ve never looked to see,” replied the Lion."
55 ""
55 "“I am going to the Great Oz to ask him to give me some,” remarked the"
55 "Scarecrow, “for my head is stuffed with straw.”"
55 ""
55 "“And I am going to ask him to give me a heart,” said the Woodman."
55 ""
55 "“And I am going to ask him to send Toto and me back to Kansas,” added"
55 "Dorothy."
55 ""
55 "“Do you think Oz could give me courage?” asked the Cowardly Lion."
55 ""
55 "“Just as easily as he could give me brains,” said the Scarecrow."
55 ""
55 "“Or give me a heart,” said the Tin Woodman."
55 ""
55 "“Or send me back to Kansas,” said Dorothy."
55 ""
55 "“Then, if you don’t mind, I’ll go with you,” said the Lion, “for my"
55 "life is simply unbearable without a bit of courage.”"
55 ""
55 "“You will be very welcome,” answered Dorothy, “for you will help to"
55 "keep away the other wild beasts. It seems to me they must be more"
55 "cowardly than you are if they allow you to scare them so easily.”"
55 ""
55 "“They really are,” said the Lion, “but that doesn’t make me any braver,"
55 "and as long as I know myself to be a coward I shall be unhappy.”"
55 ""
55 "So once more the little company set off upon the journey, the Lion"
55 "walking with stately strides at Dorothy’s side. Toto did not approve of"
55 "this new comrade at first, for he could not forget how nearly he had"
55 "been crushed between the Lion’s great jaws. But after a time he became"
55 "more at ease, and presently Toto and the Cowardly Lion had grown to be"
55 "good friends."
55 ""
55 "During the rest of that day there was no other adventure to mar the"
55 "peace of their journey. Once, indeed, the Tin Woodman stepped upon a"
55 "beetle that was crawling along the road, and killed the poor little"
55 "thing. This made the Tin Woodman very unhappy, for he was always"
55 "careful not to hurt any living creature; and as he walked along he wept"
55 "several tears of sorrow and regret. These tears ran slowly down his"
55 "face and over the hinges of his jaw, and there they rusted. When"
55 "Dorothy presently asked him a question the Tin Woodman could not open"
55 "his mouth, for his jaws were tightly rusted together. He became greatly"
55 "frightened at this and made many motions to Dorothy to relieve him, but"
55 "she could not understand. The Lion was also puzzled to know what was"
55 "wrong. But the Scarecrow seized the oil-can from Dorothy’s basket and"
55 "oiled the Woodman’s jaws, so that after a few moments he could talk as"
55 "well as before."
55 ""
55 "“This will serve me a lesson,” said he, “to look where I step. For if I"
55 "should kill another bug or beetle I should surely cry again, and crying"
55 "rusts my jaws so that I cannot speak.”"
55 ""
55 "Thereafter he walked very carefully, with his eyes on the road, and"
55 "when he saw a tiny ant toiling by he would step over it, so as not to"
55 "harm it. The Tin Woodman knew very well he had no heart, and therefore"
55 "he took great care never to be cruel or unkind to anything."
55 ""
55 "“You people with hearts,” he said, “have something to guide you, and"
55 "need never do wrong; but I have no heart, and so I must be very"
55 "careful. When Oz gives me a heart of course I needn’t mind so much.”"
55 ""
55 ""
55 ""
55 ""
55 "<Chapter VII"
55 "The Journey to the Great Oz>"
55 ""
55 ""
55 "They were obliged to camp out that night under a large tree in the"
55 "forest, for there were no houses near. The tree made a good, thick"
55 "covering to protect them from the dew, and the Tin Woodman chopped a"
55 "great pile of wood with his axe and Dorothy built a splendid fire that"
55 "warmed her and made her feel less lonely. She and Toto ate the last of"
55 "their bread, and now she did not know what they would do for breakfast."
55 ""
55 "“If you wish,” said the Lion, “I will go into the forest and kill a"
55 "deer for you. You can roast it by the fire, since your tastes are so"
55 "peculiar that you prefer cooked food, and then you will have a very"
55 "good breakfast.”"
55 ""
55 "“Don’t! Please don’t,” begged the Tin Woodman. “I should certainly weep"
55 "if you killed a poor deer, and then my jaws would rust again.”"
55 ""
55 "But the Lion went away into the forest and found his own supper, and no"
55 "one ever knew what it was, for he didn’t mention it. And the Scarecrow"
55 "found a tree full of nuts and filled Dorothy’s basket with them, so"
55 "that she would not be hungry for a long time. She thought this was very"
55 "kind and thoughtful of the Scarecrow, but she laughed heartily at the"
55 "awkward way in which the poor creature picked up the nuts. His padded"
55 "hands were so clumsy and the nuts were so small that he dropped almost"
55 "as many as he put in the basket. But the Scarecrow did not mind how"
55 "long it took him to fill the basket, for it enabled him to keep away"
55 "from the fire, as he feared a spark might get into his straw and burn"
55 "him up. So he kept a good distance away from the flames, and only came"
55 "near to cover Dorothy with dry leaves when she lay down to sleep. These"
55 "kept her very snug and warm, and she slept soundly until morning."
55 ""
55 "When it was daylight, the girl bathed her face in a little rippling"
55 "brook, and soon after they all started toward the Emerald City."
55 ""
55 "This was to be an eventful day for the travelers. They had hardly been"
55 "walking an hour when they saw before them a great ditch that crossed"
55 "the road and divided the forest as far as they could see on either"
55 "side. It was a very wide ditch, and when they crept up to the edge and"
55 "looked into it they could see it was also very deep, and there were"
55 "many big, jagged rocks at the bottom. The sides were so steep that none"
55 "of them could climb down, and for a moment it seemed that their journey"
55 "must end."
55 ""
55 "“What shall we do?” asked Dorothy despairingly."
55 ""
55 "“I haven’t the faintest idea,” said the Tin Woodman, and the Lion shook"
55 "his shaggy mane and looked thoughtful."
55 ""
55 "But the Scarecrow said, “We cannot fly, that is certain. Neither can we"
55 "climb down into this great ditch. Therefore, if we cannot jump over it,"
55 "we must stop where we are.”"
55 ""
55 "“I think I could jump over it,” said the Cowardly Lion, after measuring"
55 "the distance carefully in his mind."
55 ""
55 "“Then we are all right,” answered the Scarecrow, “for you can carry us"
55 "all over on your back, one at a time.”"
55 ""
55 "“Well, I’ll try it,” said the Lion. “Who will go first?”"
55 ""
55 "“I will,” declared the Scarecrow, “for, if you found that you could not"
55 "jump over the gulf, Dorothy would be killed, or the Tin Woodman badly"
55 "dented on the rocks below. But if I am on your back it will not matter"
55 "so much, for the fall would not hurt me at all.”"
55 ""
55 "“I am terribly afraid of falling, myself,” said the Cowardly Lion, “but"
55 "I suppose there is nothing to do but try it. So get on my back and we"
55 "will make the attempt.”"
55 ""
55 "The Scarecrow sat upon the Lion’s back, and the big beast walked to the"
55 "edge of the gulf and crouched down."
55 ""
55 "“Why don’t you run and jump?” asked the Scarecrow."
55 ""
55 "“Because that isn’t the way we Lions do these things,” he replied. Then"
55 "giving a great spring, he shot through the air and landed safely on the"
55 "other side. They were all greatly pleased to see how easily he did it,"
55 "and after the Scarecrow had got down from his back the Lion sprang"
55 "across the ditch again."
55 ""
55 "Dorothy thought she would go next; so she took Toto in her arms and"
55 "climbed on the Lion’s back, holding tightly to his mane with one hand."
55 "The next moment it seemed as if she were flying through the air; and"
55 "then, before she had time to think about it, she was safe on the other"
55 "side. The Lion went back a third time and got the Tin Woodman, and then"
55 "they all sat down for a few moments to give the beast a chance to rest,"
55 "for his great leaps had made his breath short, and he panted like a big"
55 "dog that has been running too long."
55 ""
55 "They found the forest very thick on this side, and it looked dark and"
55 "gloomy. After the Lion had rested they started along the road of yellow"
55 "brick, silently wondering, each in his own mind, if ever they would"
55 "come to the end of the woods and reach the bright sunshine again. To"
55 "add to their discomfort, they soon heard strange noises in the depths"
55 "of the forest, and the Lion whispered to them that it was in this part"
55 "of the country that the Kalidahs lived."
55 ""
55 "“What are the Kalidahs?” asked the girl."
55 ""
55 "“They are monstrous beasts with bodies like bears and heads like"
55 "tigers,” replied the Lion, “and with claws so long and sharp that they"
55 "could tear me in two as easily as I could kill Toto. I’m terribly"
55 "afraid of the Kalidahs.”"
55 ""
55 "“I’m not surprised that you are,” returned Dorothy. “They must be"
55 "dreadful beasts.”"
55 ""
55 "The Lion was about to reply when suddenly they came to another gulf"
55 "across the road. But this one was so broad and deep that the Lion knew"
55 "at once he could not leap across it."
55 ""
55 "So they sat down to consider what they should do, and after serious"
55 "thought the Scarecrow said:"
55 ""
55 "“Here is a great tree, standing close to the ditch. If the Tin Woodman"
55 "can chop it down, so that it will fall to the other side, we can walk"
55 "across it easily.”"
55 ""
55 "“That is a first-rate idea,” said the Lion. “One would almost suspect"
55 "you had brains in your head, instead of straw.”"
55 ""
55 "The Woodman set to work at once, and so sharp was his axe that the tree"
55 "was soon chopped nearly through. Then the Lion put his strong front"
55 "legs against the tree and pushed with all his might, and slowly the big"
55 "tree tipped and fell with a crash across the ditch, with its top"
55 "branches on the other side."
55 ""
55 "They had just started to cross this queer bridge when a sharp growl"
55 "made them all look up, and to their horror they saw running toward them"
55 "two great beasts with bodies like bears and heads like tigers."
55 ""
55 "“They are the Kalidahs!” said the Cowardly Lion, beginning to tremble."
55 ""
55 "“Quick!” cried the Scarecrow. “Let us cross over.”"
55 ""
55 "So Dorothy went first, holding Toto in her arms, the Tin Woodman"
55 "followed, and the Scarecrow came next. The Lion, although he was"
55 "certainly afraid, turned to face the Kalidahs, and then he gave so loud"
55 "and terrible a roar that Dorothy screamed and the Scarecrow fell over"
55 "backward, while even the fierce beasts stopped short and looked at him"
55 "in surprise."
55 ""
55 "But, seeing they were bigger than the Lion, and remembering that there"
55 "were two of them and only one of him, the Kalidahs again rushed"
55 "forward, and the Lion crossed over the tree and turned to see what they"
55 "would do next. Without stopping an instant the fierce beasts also began"
55 "to cross the tree. And the Lion said to Dorothy:"
55 ""
55 "“We are lost, for they will surely tear us to pieces with their sharp"
55 "claws. But stand close behind me, and I will fight them as long as I am"
55 "alive.”"
55 ""
55 "“Wait a minute!” called the Scarecrow. He had been thinking what was"
55 "best to be done, and now he asked the Woodman to chop away the end of"
55 "the tree that rested on their side of the ditch. The Tin Woodman began"
55 "to use his axe at once, and, just as the two Kalidahs were nearly"
55 "across, the tree fell with a crash into the gulf, carrying the ugly,"
55 "snarling brutes with it, and both were dashed to pieces on the sharp"
55 "rocks at the bottom."
55 ""
55 "“Well,” said the Cowardly Lion, drawing a long breath of relief, “I see"
55 "we are going to live a little while longer, and I am glad of it, for it"
55 "must be a very uncomfortable thing not to be alive. Those creatures"
55 "frightened me so badly that my heart is beating yet.”"
55 ""
55 "“Ah,” said the Tin Woodman sadly, “I wish I had a heart to beat.”"
55 ""
55 "This adventure made the travelers more anxious than ever to get out of"
55 "the forest, and they walked so fast that Dorothy became tired, and had"
55 "to ride on the Lion’s back. To their great joy the trees became thinner"
55 "the farther they advanced, and in the afternoon they suddenly came upon"
55 "a broad river, flowing swiftly just before them. On the other side of"
55 "the water they could see the road of yellow brick running through a"
55 "beautiful country, with green meadows dotted with bright flowers and"
55 "all the road bordered with trees hanging full of delicious fruits. They"
55 "were greatly pleased to see this delightful country before them."
55 ""
55 "“How shall we cross the river?” asked Dorothy."
55 ""
55 "“That is easily done,” replied the Scarecrow. “The Tin Woodman must"
55 "build us a raft, so we can float to the other side.”"
55 ""
55 "So the Woodman took his axe and began to chop down small trees to make"
55 "a raft, and while he was busy at this the Scarecrow found on the"
55 "riverbank a tree full of fine fruit. This pleased Dorothy, who had"
55 "eaten nothing but nuts all day, and she made a hearty meal of the ripe"
55 "fruit."
55 ""
55 "But it takes time to make a raft, even when one is as industrious and"
55 "untiring as the Tin Woodman, and when night came the work was not done."
55 "So they found a cozy place under the trees where they slept well until"
55 "the morning; and Dorothy dreamed of the Emerald City, and of the good"
55 "Wizard Oz, who would soon send her back to her own home again."
55 ""
55 ""
55 ""
55 ""
55 "<Chapter VIII"
55 "The Deadly Poppy Field>"
55 ""
55 ""
55 "Our little party of travelers awakened the next morning refreshed and"
55 "full of hope, and Dorothy breakfasted like a princess off peaches and"
55 "plums from the trees beside the river. Behind them was the dark forest"
55 "they had passed safely through, although they had suffered many"
55 "discouragements; but before them was a lovely, sunny country that"
55 "seemed to beckon them on to the Emerald City."
55 ""
55 "To be sure, the broad river now cut them off from this beautiful land."
55 "But the raft was nearly done, and after the Tin Woodman had cut a few"
55 "more logs and fastened them together with wooden pins, they were ready"
55 "to start. Dorothy sat down in the middle of the raft and held Toto in"
55 "her arms. When the Cowardly Lion stepped upon the raft it tipped badly,"
55 "for he was big and heavy; but the Scarecrow and the Tin Woodman stood"
55 "upon the other end to steady it, and they had long poles in their hands"
55 "to push the raft through the water."
55 ""
55 "They got along quite well at first, but when they reached the middle of"
55 "the river the swift current swept the raft downstream, farther and"
55 "farther away from the road of yellow brick. And the water grew so deep"
55 "that the long poles would not touch the bottom."
55 ""
55 "“This is bad,” said the Tin Woodman, “for if we cannot get to the land"
55 "we shall be carried into the country of the Wicked Witch of the West,"
55 "and she will enchant us and make us her slaves.”"
55 ""
55 "“And then I should get no brains,” said the Scarecrow."
55 ""
55 "“And I should get no courage,” said the Cowardly Lion."
55 ""
55 "“And I should get no heart,” said the Tin Woodman."
55 ""
55 "“And I should never get back to Kansas,” said Dorothy."
55 ""
55 "“We must certainly get to the Emerald City if we can,” the Scarecrow"
55 "continued, and he pushed so hard on his long pole that it stuck fast in"
55 "the mud at the bottom of the river. Then, before he could pull it out"
55 "again—or let go—the raft was swept away, and the poor Scarecrow was"
55 "left clinging to the pole in the middle of the river."
55 ""
55 "“Good-bye!” he called after them, and they were very sorry to leave"
55 "him. Indeed, the Tin Woodman began to cry, but fortunately remembered"
55 "that he might rust, and so dried his tears on Dorothy’s apron."
55 ""
55 "Of course this was a bad thing for the Scarecrow."
55 ""
55 "“I am now worse off than when I first met Dorothy,” he thought. “Then,"
55 "I was stuck on a pole in a cornfield, where I could make-believe scare"
55 "the crows, at any rate. But surely there is no use for a Scarecrow"
55 "stuck on a pole in the middle of a river. I am afraid I shall never"
55 "have any brains, after all!”"
55 ""
55 "Down the stream the raft floated, and the poor Scarecrow was left far"
55 "behind. Then the Lion said:"
55 ""
55 "“Something must be done to save us. I think I can swim to the shore and"
55 "pull the raft after me, if you will only hold fast to the tip of my"
55 "tail.”"
55 ""
55 "So he sprang into the water, and the Tin Woodman caught fast hold of"
55 "his tail. Then the Lion began to swim with all his might toward the"
55 "shore. It was hard work, although he was so big; but by and by they"
55 "were drawn out of the current, and then Dorothy took the Tin Woodman’s"
55 "long pole and helped push the raft to the land."
55 ""
55 "They were all tired out when they reached the shore at last and stepped"
55 "off upon the pretty green grass, and they also knew that the stream had"
55 "carried them a long way past the road of yellow brick that led to the"
55 "Emerald City."
55 ""
55 "“What shall we do now?” asked the Tin Woodman, as the Lion lay down on"
55 "the grass to let the sun dry him."
55 ""
55 "“We must get back to the road, in some way,” said Dorothy."
55 ""
55 "“The best plan will be to walk along the riverbank until we come to the"
55 "road again,” remarked the Lion."
55 ""
55 "So, when they were rested, Dorothy picked up her basket and they"
55 "started along the grassy bank, to the road from which the river had"
55 "carried them. It was a lovely country, with plenty of flowers and fruit"
55 "trees and sunshine to cheer them, and had they not felt so sorry for"
55 "the poor Scarecrow, they could have been very happy."
55 ""
55 "They walked along as fast as they could, Dorothy only stopping once to"
55 "pick a beautiful flower; and after a time the Tin Woodman cried out:"
55 "“Look!”"
55 ""
55 "Then they all looked at the river and saw the Scarecrow perched upon"
55 "his pole in the middle of the water, looking very lonely and sad."
55 ""
55 "“What can we do to save him?” asked Dorothy."
55 ""
55 "The Lion and the Woodman both shook their heads, for they did not know."
55 "So they sat down upon the bank and gazed wistfully at the Scarecrow"
55 "until a Stork flew by, who, upon seeing them, stopped to rest at the"
55 "water’s edge."
55 ""
55 "“Who are you and where are you going?” asked the Stork."
55 ""
55 "“I am Dorothy,” answered the girl, “and these are my friends, the Tin"
55 "Woodman and the Cowardly Lion; and we are going to the Emerald City.”"
55 ""
55 "“This isn’t the road,” said the Stork, as she twisted her long neck and"
55 "looked sharply at the queer party."
55 ""
55 "“I know it,” returned Dorothy, “but we have lost the Scarecrow, and are"
55 "wondering how we shall get him again.”"
55 ""
55 "“Where is he?” asked the Stork."
55 ""
55 "“Over there in the river,” answered the little girl."
55 ""
55 "“If he wasn’t so big and heavy I would get him for you,” remarked the"
55 "Stork."
55 ""
55 "“He isn’t heavy a bit,” said Dorothy eagerly, “for he is stuffed with"
55 "straw; and if you will bring him back to us, we shall thank you ever"
55 "and ever so much.”"
55 ""
55 "“Well, I’ll try,” said the Stork, “but if I find he is too heavy to"
55 "carry I shall have to drop him in the river again.”"
55 ""
55 "So the big bird flew into the air and over the water till she came to"
55 "where the Scarecrow was perched upon his pole. Then the Stork with her"
55 "great claws grabbed the Scarecrow by the arm and carried him up into"
55 "the air and back to the bank, where Dorothy and the Lion and the Tin"
55 "Woodman and Toto were sitting."
55 ""
55 "When the Scarecrow found himself among his friends again, he was so"
55 "happy that he hugged them all, even the Lion and Toto; and as they"
55 "walked along he sang “Tol-de-ri-de-oh!” at every step, he felt so gay."
55 ""
55 "“I was afraid I should have to stay in the river forever,” he said,"
55 "“but the kind Stork saved me, and if I ever get any brains I shall find"
55 "the Stork again and do her some kindness in return.”"
55 ""
55 "“That’s all right,” said the Stork, who was flying along beside them."
55 "“I always like to help anyone in trouble. But I must go now, for my"
55 "babies are waiting in the nest for me. I hope you will find the Emerald"
55 "City and that Oz will help you.”"
55 ""
55 "“Thank you,” replied Dorothy, and then the kind Stork flew into the air"
55 "and was soon out of sight."
55 ""
55 "They walked along listening to the singing of the brightly colored"
55 "birds and looking at the lovely flowers which now became so thick that"
55 "the ground was carpeted with them. There were big yellow and white and"
55 "blue and purple blossoms, besides great clusters of scarlet poppies,"
55 "which were so brilliant in color they almost dazzled Dorothy’s eyes."
55 ""
55 "“Aren’t they beautiful?” the girl asked, as she breathed in the spicy"
55 "scent of the bright flowers."
55 ""
55 "“I suppose so,” answered the Scarecrow. “When I have brains, I shall"
55 "probably like them better.”"
55 ""
55 "“If I only had a heart, I should love them,” added the Tin Woodman."
55 ""
55 "“I always did like flowers,” said the Lion. “They seem so helpless and"
55 "frail. But there are none in the forest so bright as these.”"
55 ""
55 "They now came upon more and more of the big scarlet poppies, and fewer"
55 "and fewer of the other flowers; and soon they found themselves in the"
55 "midst of a great meadow of poppies. Now it is well known that when"
55 "there are many of these flowers together their odor is so powerful that"
55 "anyone who breathes it falls asleep, and if the sleeper is not carried"
55 "away from the scent of the flowers, he sleeps on and on forever. But"
55 "Dorothy did not know this, nor could she get away from the bright red"
55 "flowers that were everywhere about; so presently her eyes grew heavy"
55 "and she felt she must sit down to rest and to sleep."
55 ""
55 "But the Tin Woodman would not let her do this."
55 ""
55 "“We must hurry and get back to the road of yellow brick before dark,”"
55 "he said; and the Scarecrow agreed with him. So they kept walking until"
55 "Dorothy could stand no longer. Her eyes closed in spite of herself and"
55 "she forgot where she was and fell among the poppies, fast asleep."
55 ""
55 "“What shall we do?” asked the Tin Woodman."
55 ""
55 "“If we leave her here she will die,” said the Lion. “The smell of the"
55 "flowers is killing us all. I myself can scarcely keep my eyes open, and"
55 "the dog is asleep already.”"
55 ""
55 "It was true; Toto had fallen down beside his little mistress. But the"
55 "Scarecrow and the Tin Woodman, not being made of flesh, were not"
55 "troubled by the scent of the flowers."
55 ""
55 "“Run fast,” said the Scarecrow to the Lion, “and get out of this deadly"
55 "flower bed as soon as you can. We will bring the little girl with us,"
55 "but if you should fall asleep you are too big to be carried.”"
55 ""
55 "So the Lion aroused himself and bounded forward as fast as he could go."
55 "In a moment he was out of sight."
55 ""
55 "“Let us make a chair with our hands and carry her,” said the Scarecrow."
55 "So they picked up Toto and put the dog in Dorothy’s lap, and then they"
55 "made a chair with their hands for the seat and their arms for the arms"
55 "and carried the sleeping girl between them through the flowers."
55 ""
55 "On and on they walked, and it seemed that the great carpet of deadly"
55 "flowers that surrounded them would never end. They followed the bend of"
55 "the river, and at last came upon their friend the Lion, lying fast"
55 "asleep among the poppies. The flowers had been too strong for the huge"
55 "beast and he had given up at last, and fallen only a short distance"
55 "from the end of the poppy bed, where the sweet grass spread in"
55 "beautiful green fields before them."
55 ""
55 "“We can do nothing for him,” said the Tin Woodman, sadly; “for he is"
55 "much too heavy to lift. We must leave him here to sleep on forever, and"
55 "perhaps he will dream that he has found courage at last.”"
55 ""
55 "“I’m sorry,” said the Scarecrow. “The Lion was a very good comrade for"
55 "one so cowardly. But let us go on.”"
55 ""
55 "They carried the sleeping girl to a pretty spot beside the river, far"
55 "enough from the poppy field to prevent her breathing any more of the"
55 "poison of the flowers, and here they laid her gently on the soft grass"
55 "and waited for the fresh breeze to waken her."
55 ""
55 ""
55 ""
55 ""
55 "<Chapter IX"
55 "The Queen of the Field Mice>"
55 ""
55 ""
55 "“We cannot be far from the road of yellow brick, now,” remarked the"
55 "Scarecrow, as he stood beside the girl, “for we have come nearly as far"
55 "as the river carried us away.”"
55 ""
55 "The Tin Woodman was about to reply when he heard a low growl, and"
55 "turning his head (which worked beautifully on hinges) he saw a strange"
55 "beast come bounding over the grass toward them. It was, indeed, a great"
55 "yellow Wildcat, and the Woodman thought it must be chasing something,"
55 "for its ears were lying close to its head and its mouth was wide open,"
